,matchId,label,numbGoals,goals_home,goals_away,team_home,team_away,id_home,id_away,xG_home,shots_home,xG_away,shots_away,xGps_home,xGps_away,xP_home,xP_away,xP_shots_home,xP_shots_away
96,2516953,"Hannover 96 - Borussia M'gladbach, 0 - 1",1,0,1,Hannover 96,Borussia M'gladbach,2455,2454,1.724072311734205,21.0,1.440466829596149,15.0,0.08209868151115261,0.09603112197307659,1.57777,1.18264,1.56317,1.19219
97,2516954,"Stuttgart - Eintracht Frankfurt, 1 - 0",1,1,0,Stuttgart,Eintracht Frankfurt,2445,2462,1.5534192986667403,12.0,0.3782701430241508,6.0,0.12945160822222837,0.06304502383735847,2.29939,0.4675,2.3276,0.44696
98,2516952,"Mainz 05 - Wolfsburg, 1 - 1",2,1,1,Mainz 05,Wolfsburg,2460,2451,1.205558430139992,14.0,0.8380475834434727,8.0,0.08611131643857085,0.10475594793043409,1.64863,1.05244,1.651,1.04203
99,2516942,"Eintracht Frankfurt - RB Leipzig, 2 - 1",3,2,1,Eintracht Frankfurt,RB Leipzig,2462,2975,1.687478626092474,13.0,0.9930037420541648,9.0,0.12980604816095953,0.11033374911712941,1.87391,0.87803,1.90797,0.83805
100,2516940,"Borussia M'gladbach - Borussia Dortmund, 0 - 1",1,0,1,Borussia M'gladbach,Borussia Dortmund,2454,2447,3.094251377113629,26.0,0.5744437048452784,8.0,0.11900966835052419,0.0718054631056598,2.72082,0.19095,2.73889,0.17644
101,2516943,"Augsburg - Stuttgart, 0 - 1",1,0,1,Augsburg,Stuttgart,2481,2445,0.4387085119003195,7.0,1.1829845356015132,13.0,0.0626726445571885,0.09099881043088563,0.7028,1.9868,0.69355,1.99942
102,2516941,"Schalke 04 - Hoffenheim, 2 - 1",3,2,1,Schalke 04,Hoffenheim,2449,2482,1.046852488156408,9.0,0.5431718391564705,11.0,0.11631694312848978,0.04937925810513368,1.78326,0.88266,1.80416,0.86471
103,2516937,"Köln - Hannover 96, 1 - 1",2,1,1,Köln,Hannover 96,2463,2455,0.4310834737365214,5.0,0.7883646887509205,12.0,0.08621669474730428,0.06569705739591004,0.95184,1.64625,0.9516,1.64397
104,2516939,"Freiburg - Werder Bremen, 1 - 0",1,1,0,Freiburg,Werder Bremen,2453,2443,1.7785426209009572,7.0,0.4002276597931575,9.0,0.2540775172715653,0.0444697399770175,2.43651,0.37653,2.62146,0.24048
105,2516944,"Hamburger SV - Bayer Leverkusen, 1 - 2",3,1,2,Hamburger SV,Bayer Leverkusen,2450,2446,1.0402679113511248,8.0,2.000460165271623,14.0,0.1300334889188906,0.14289001180511593,0.74183,2.04278,0.696,2.08596
